,ID,User,Tweet,Date,Hashtags,target
819,1526699217590358017,ucaremn,"#MentalHealthAwarenessMonth
A new study found that people ages 18 to 25 with #Depression often don’t get help for at least a year. #MentalHealth
https://t.co/YrsWvnDJaF",2022-05-17 23:00:32+00:00,"[{'text': 'MentalHealthAwarenessMonth', 'indices': [0, 27]}, {'text': 'Depression', 'indices': [77, 88]}, {'text': 'MentalHealth', 'indices': [131, 144]}]",1
820,1526699088070299648,IAMclothing_us,"my mental illness literally ruined my life

#depression #bpdtwt #anxiety #adhd #bipolar #mentalhealth",2022-05-17 23:00:01+00:00,"[{'text': 'depression', 'indices': [44, 55]}, {'text': 'bpdtwt', 'indices': [56, 63]}, {'text': 'anxiety', 'indices': [64, 72]}, {'text': 'adhd', 'indices': [73, 78]}, {'text': 'bipolar', 'indices': [79, 87]}, {'text': 'mentalhealth', 'indices': [88, 101]}]",1
821,1526698002550640641,AmerSportsInst,"UP ON OUR FEET: ""The Positive Effect of Physical Activity on Preventing and Treating Depression."" Interview with Professor Philip Holmes of the University of Georgia.
https://t.co/KoZN0YbS7R
#physicalactivity #depression #health #wellness #brain #cognition #UpOnOurFeet https://t.co/O0567XBaQH",2022-05-17 22:55:43+00:00,"[{'text': 'physicalactivity', 'indices': [191, 208]}, {'text': 'depression', 'indices': [209, 220]}, {'text': 'health', 'indices': [221, 228]}, {'text': 'wellness', 'indices': [229, 238]}, {'text': 'brain', 'indices': [239, 245]}, {'text': 'cognition', 'indices': [246, 256]}, {'text': 'UpOnOurFeet', 'indices': [257, 269]}]",1
822,1526697652330586113,CalumonRocks,Do I need anymore context for this one? https://t.co/YT3IlN9aY6 @youtubemusic #Emotions #depression #music #soul #Memes https://t.co/92PG9la99v,2022-05-17 22:54:19+00:00,"[{'text': 'Emotions', 'indices': [78, 87]}, {'text': 'depression', 'indices': [88, 99]}, {'text': 'music', 'indices': [100, 106]}, {'text': 'soul', 'indices': [107, 112]}, {'text': 'Memes', 'indices': [113, 119]}]",1
823,1526696401937235973,sanshui596,"#Glen_Maney shares some thoughts about #depression #FriendsandFamily’

‘Details of my book of #poems, #IntoTheLight to follow with #charities benefitting from the sales’.

#MentalHealth #MentalHealthAwarenessMonth
#WashingtonState #Manhattan #Brooklyn 

https://t.co/uXBIA9idcj https://t.co/Dy5ic4sPtQ",2022-05-17 22:49:21+00:00,"[{'text': 'Glen_Maney', 'indices': [0, 11]}, {'text': 'depression', 'indices': [39, 50]}, {'text': 'FriendsandFamily', 'indices': [51, 68]}, {'text': 'poems', 'indices': [94, 100]}, {'text': 'IntoTheLight', 'indices': [102, 115]}, {'text': 'charities', 'indices': [131, 141]}, {'text': 'MentalHealth', 'indices': [172, 185]}, {'text': 'MentalHealthAwarenessMonth', 'indices': [186, 213]}, {'text': 'WashingtonState', 'indices': [214, 230]}, {'text': 'Manhattan', 'indices': [231, 241]}, {'text': 'Brooklyn', 'indices': [242, 251]}]",1
824,1526696097833312256,DrZeine,"Tip of the Week - Dr. Foojan Zeine shares her view ""A life worth Living"" https://t.co/mjuZIv6GYR via @YouTube #depression
#Suicides #SuicidePrevention #SuicideAwareness",2022-05-17 22:48:09+00:00,"[{'text': 'depression', 'indices': [110, 121]}, {'text': 'Suicides', 'indices': [122, 131]}, {'text': 'SuicidePrevention', 'indices': [132, 150]}, {'text': 'SuicideAwareness', 'indices': [151, 168]}]",1
825,1526696016245923841,sanshui596,"#Glen_Maney shares thoughts about #depression #FriendsandFamily’

‘Details of my book of #poems, #IntoTheLight to follow with #charities benefitting from the sales’

#MentalHealth #MentalHealthAwarenessMonth #California #WashingtonDC #Washington #Bronx 

https://t.co/uXBIA9idcj https://t.co/POiQ9KX7sV",2022-05-17 22:47:49+00:00,"[{'text': 'Glen_Maney', 'indices': [0, 11]}, {'text': 'depression', 'indices': [34, 45]}, {'text': 'FriendsandFamily', 'indices': [46, 63]}, {'text': 'poems', 'indices': [89, 95]}, {'text': 'IntoTheLight', 'indices': [97, 110]}, {'text': 'charities', 'indices': [126, 136]}, {'text': 'MentalHealth', 'indices': [166, 179]}, {'text': 'MentalHealthAwarenessMonth', 'indices': [180, 207]}, {'text': 'California', 'indices': [208, 219]}, {'text': 'WashingtonDC', 'indices': [220, 233]}, {'text': 'Washington', 'indices': [234, 245]}, {'text': 'Bronx', 'indices': [246, 252]}]",1
826,1526695827959386115,Rolando67339575,"#art #depression #anxiety #drawing 
Every day I feel this way. 😔🖤 https://t.co/MVQZxYO3fs",2022-05-17 22:47:04+00:00,"[{'text': 'art', 'indices': [0, 4]}, {'text': 'depression', 'indices': [5, 16]}, {'text': 'anxiety', 'indices': [17, 25]}, {'text': 'drawing', 'indices': [26, 34]}]",1
827,1526695417299324928,sanshui596,"#Glen_Maney shares thoughts about #depression #FriendsandFamily’

‘Details of my book of poems, #IntoTheLight to follow with #charities benefitting from the sales’

#MentalHealth #MentalHealthAwarenessMonth
#Leith #Language #NewYork #NewYorkCity #UK #CA

https://t.co/uXBIA9idcj https://t.co/nBL07ltsyR",2022-05-17 22:45:26+00:00,"[{'text': 'Glen_Maney', 'indices': [0, 11]}, {'text': 'depression', 'indices': [34, 45]}, {'text': 'FriendsandFamily', 'indices': [46, 63]}, {'text': 'IntoTheLight', 'indices': [96, 109]}, {'text': 'charities', 'indices': [125, 135]}, {'text': 'MentalHealth', 'indices': [165, 178]}, {'text': 'MentalHealthAwarenessMonth', 'indices': [179, 206]}, {'text': 'Leith', 'indices': [207, 213]}, {'text': 'Language', 'indices': [214, 223]}, {'text': 'NewYork', 'indices': [224, 232]}, {'text': 'NewYorkCity', 'indices': [233, 245]}, {'text': 'UK', 'indices': [246, 249]}, {'text': 'CA', 'indices': [250, 253]}]",1
828,1526693522446884864,WorldlyChrchGrl,"Depression comes in many forms. A smile sometimes is a way to cover the insecurities, hurts, and fears. #depression",2022-05-17 22:37:55+00:00,"[{'text': 'depression', 'indices': [104, 115]}]",1
829,1526693355702427650,maickel1979,"#depression sucks 

#MentalHealthMatters #mentalhealth #stress #anxiety #gay #obese #burnout #sos #sick https://t.co/AgdLkE8zjw",2022-05-17 22:37:15+00:00,"[{'text': 'depression', 'indices': [0, 11]}, {'text': 'MentalHealthMatters', 'indices': [20, 40]}, {'text': 'mentalhealth', 'indices': [41, 54]}, {'text': 'stress', 'indices': [55, 62]}, {'text': 'anxiety', 'indices': [63, 71]}, {'text': 'gay', 'indices': [72, 76]}, {'text': 'obese', 'indices': [77, 83]}, {'text': 'burnout', 'indices': [84, 92]}, {'text': 'sos', 'indices': [93, 97]}, {'text': 'sick', 'indices': [98, 103]}]",1
830,1526693275863642112,ForestRose_,"It’s a miracle at 31 yrs, I’m not on any medication. Only natural medicine. This helps me with depression, anxiety, moodswings, body aches &amp; pains, migraines, nausea &amp; energy levels Multivitamin+CBD the mens flavor is better! #cbd #medicine #holistic #health #depression #Anxiety https://t.co/Kxh0V7p5MV",2022-05-17 22:36:56+00:00,"[{'text': 'cbd', 'indices': [234, 238]}, {'text': 'medicine', 'indices': [239, 248]}, {'text': 'holistic', 'indices': [249, 258]}, {'text': 'health', 'indices': [259, 266]}, {'text': 'depression', 'indices': [267, 278]}, {'text': 'Anxiety', 'indices': [279, 287]}]",1
831,1526692791694286848,allentien,"#PrenatalAlcoholExposure a major cause of #FASD harm to brain development, resulting in vulnerability, risk, #BehavioralHealth problems, including #anxiety #depression #suicidality #OpioidUseDisorders #violence #trauma 

#BrainFunction #CausalityCrisis #SharedFacts",2022-05-17 22:35:00+00:00,"[{'text': 'PrenatalAlcoholExposure', 'indices': [0, 24]}, {'text': 'FASD', 'indices': [42, 47]}, {'text': 'BehavioralHealth', 'indices': [109, 126]}, {'text': 'anxiety', 'indices': [147, 155]}, {'text': 'depression', 'indices': [156, 167]}, {'text': 'suicidality', 'indices': [168, 180]}, {'text': 'OpioidUseDisorders', 'indices': [181, 200]}, {'text': 'violence', 'indices': [201, 210]}, {'text': 'trauma', 'indices': [211, 218]}, {'text': 'BrainFunction', 'indices': [221, 235]}, {'text': 'CausalityCrisis', 'indices': [236, 252]}, {'text': 'SharedFacts', 'indices': [253, 265]}]",1
832,1526692063416401921,QUEEN_M00KI,Do y’all ever sleep to keep from crying  #depression #struggling #MentalHealthMatters,2022-05-17 22:32:07+00:00,"[{'text': 'depression', 'indices': [41, 52]}, {'text': 'struggling', 'indices': [53, 64]}, {'text': 'MentalHealthMatters', 'indices': [65, 85]}]",1
833,1526691845492953090,jamjr284,"If Tombstones Glowed by John A. Messmer, Jr. - buy my 16th novel on Amazon for the paperback about a fictional family before, during, and after the depression.  #depression, #World War II, #economy, #farming, #1929, #D-day   https://t.co/z1CykDekxb",2022-05-17 22:31:15+00:00,"[{'text': 'depression', 'indices': [161, 172]}, {'text': 'World', 'indices': [174, 180]}, {'text': 'economy', 'indices': [189, 197]}, {'text': 'farming', 'indices': [199, 207]}, {'text': 'D', 'indices': [216, 218]}]",1
834,1526689686583816193,femalefaust,"Because (See Below)
Or, Such A Short Time To Be There

To M.

https://t.co/HZheqKZDw4
#friendship #HOPE #depression #LONELINESS
#poetry #sadness #despair #SuicidePrevention #loneliness #friendship #sonnet #poem #POEMS https://t.co/Wkxvx0TftE",2022-05-17 22:22:40+00:00,"[{'text': 'friendship', 'indices': [86, 97]}, {'text': 'HOPE', 'indices': [98, 103]}, {'text': 'depression', 'indices': [104, 115]}, {'text': 'LONELINESS', 'indices': [116, 127]}, {'text': 'poetry', 'indices': [128, 135]}, {'text': 'sadness', 'indices': [136, 144]}, {'text': 'despair', 'indices': [145, 153]}, {'text': 'SuicidePrevention', 'indices': [154, 172]}, {'text': 'loneliness', 'indices': [173, 184]}, {'text': 'friendship', 'indices': [185, 196]}, {'text': 'sonnet', 'indices': [197, 204]}, {'text': 'poem', 'indices': [205, 210]}, {'text': 'POEMS', 'indices': [211, 217]}]",1
835,1526689305804083200,LJaneSays,Click &amp; Read: Dark Night of the Soul – elephant journal https://t.co/rqHIhfC84e #bipolar #creative #creativewriting #depression,2022-05-17 22:21:09+00:00,"[{'text': 'bipolar', 'indices': [84, 92]}, {'text': 'creative', 'indices': [93, 102]}, {'text': 'creativewriting', 'indices': [103, 119]}, {'text': 'depression', 'indices': [120, 131]}]",1
836,1526689267853975554,allentien,#Postpartum #depression is unfortunately commonly not identified: should be routinely screened for with a validated tool such as https://t.co/eAeZu3idF2 #SharedFacts,2022-05-17 22:21:00+00:00,"[{'text': 'Postpartum', 'indices': [0, 11]}, {'text': 'depression', 'indices': [12, 23]}, {'text': 'SharedFacts', 'indices': [153, 165]}]",1
837,1526688656966418432,APKJM,"$EMD @emyriaglobal 👇
Nice interview on this mornings @sunriseon7 show with the @CSIRO on developing there #psychedelics drugs to combat #PTSD #Mentalhealth #Depression 
1 in 3 Australians suffer from mental health issues, a 3rd not responding to current treatments ! https://t.co/9eu4ncIQiV",2022-05-17 22:18:34+00:00,"[{'text': 'psychedelics', 'indices': [106, 119]}, {'text': 'PTSD', 'indices': [136, 141]}, {'text': 'Mentalhealth', 'indices': [142, 155]}, {'text': 'Depression', 'indices': [156, 167]}]",1
838,1526688347418243072,Raymond_Norman,"Touching on subjects such as depression, suicide &amp; anxiety, the author attempts to guide the reader into the calmer waters of Life using situations that he has experienced.

The Brick by ""@VerwayneAuthor.

#depression anxiety suicide #ASMSG ebooks
https://t.co/2ZcEhhjhY0 https://t.co/7vOhDiaWJi",2022-05-17 22:17:21+00:00,"[{'text': 'depression', 'indices': [210, 221]}, {'text': 'ASMSG', 'indices': [238, 244]}]",1
839,1526687002959024128,allevin18,Nobody feels shame for getting the help they need for cancer or lung disease or heart disease...please do not feel shame for seeking help around a possible  mental illness such as #depression &amp; other mental illnesses.,2022-05-17 22:12:00+00:00,"[{'text': 'depression', 'indices': [180, 191]}]",1
840,1526686540876984320,Depressedbear77,"Arthur's Theme

#depression #ptbs #notjustsad #Liebe #Kindheit #Damals

https://t.co/0M2VPYGjR9",2022-05-17 22:10:10+00:00,"[{'text': 'depression', 'indices': [16, 27]}, {'text': 'ptbs', 'indices': [28, 33]}, {'text': 'notjustsad', 'indices': [34, 45]}, {'text': 'Liebe', 'indices': [46, 52]}, {'text': 'Kindheit', 'indices': [53, 62]}, {'text': 'Damals', 'indices': [63, 70]}]",1
841,1526685821272719364,Ecstasis14,How Ketamine Works for Severe Depression ... #Ketamine #Depression #Botox https://t.co/uoXmF0velO https://t.co/UV4TbirdN3,2022-05-17 22:07:18+00:00,"[{'text': 'Ketamine', 'indices': [45, 54]}, {'text': 'Depression', 'indices': [55, 66]}, {'text': 'Botox', 'indices': [67, 73]}]",1
842,1526685384641486849,AliceVZHarrison,"""How you respond to your challenge will determine how long you walk in it."" !!!!!!!

Words of wisdom and caution. To anyone who is depressed right now, please take them to heart! 💙💜💛

#Depression #Challenges #Life https://t.co/Vq6gTVvnsA",2022-05-17 22:05:34+00:00,"[{'text': 'Depression', 'indices': [184, 195]}, {'text': 'Challenges', 'indices': [196, 207]}, {'text': 'Life', 'indices': [208, 213]}]",1
843,1526685005837221889,DaWOfAllTrades,I have been too depressed to listen to music. You don't ever want to be that depressed. #bipolar #depression #mentalhealth,2022-05-17 22:04:04+00:00,"[{'text': 'bipolar', 'indices': [88, 96]}, {'text': 'depression', 'indices': [97, 108]}, {'text': 'mentalhealth', 'indices': [109, 122]}]",1
844,1526684855446167553,NorthwoodBlood,The struggle is real. Mental health issues are real. Feelings of contentment one minute then the impulse to cry &amp; lash out the next. Let's just say it has been an off day. #MentalHealthAwarenessMonth #anxiety #depression,2022-05-17 22:03:28+00:00,"[{'text': 'MentalHealthAwarenessMonth', 'indices': [176, 203]}, {'text': 'anxiety', 'indices': [204, 212]}, {'text': 'depression', 'indices': [213, 224]}]",1
845,1526684323608657920,get_cognito,"💙💖💙💖

image by @iamhayleykaye

#getcognito #depression #anxiety #adhd #insomnia #therapy #selfcare #mentalhealth https://t.co/IzWh2HtN5x",2022-05-17 22:01:21+00:00,"[{'text': 'getcognito', 'indices': [31, 42]}, {'text': 'depression', 'indices': [43, 54]}, {'text': 'anxiety', 'indices': [55, 63]}, {'text': 'adhd', 'indices': [64, 69]}, {'text': 'insomnia', 'indices': [70, 79]}, {'text': 'therapy', 'indices': [80, 88]}, {'text': 'selfcare', 'indices': [89, 98]}, {'text': 'mentalhealth', 'indices': [99, 112]}]",1
846,1526684189659103232,dinizululaw,"Nearly 28% of lawyers experience #depression while 19% suffer from #anxiety; furthermore, nearly 11% of lawyers had suicidal thoughts within the last year. What are you doing to take care of your mental health? It's time to check-in on your #mentalhealth.

#MentalHealthAwareness https://t.co/EeEprky8rq",2022-05-17 22:00:49+00:00,"[{'text': 'depression', 'indices': [33, 44]}, {'text': 'anxiety', 'indices': [67, 75]}, {'text': 'mentalhealth', 'indices': [241, 254]}, {'text': 'MentalHealthAwareness', 'indices': [257, 279]}]",1
847,1526684128799621120,TheParryscope,"Can #stress, #anxiety, and #depression have an effect on your #fertility? https://t.co/VJ6ypDdxpj  #TTC #infertility #Parryscope #pregnant #pregnancy #HSG #IVF #baby https://t.co/XARFxlZvVp",2022-05-17 22:00:35+00:00,"[{'text': 'stress', 'indices': [4, 11]}, {'text': 'anxiety', 'indices': [13, 21]}, {'text': 'depression', 'indices': [27, 38]}, {'text': 'fertility', 'indices': [62, 72]}, {'text': 'TTC', 'indices': [99, 103]}, {'text': 'infertility', 'indices': [104, 116]}, {'text': 'Parryscope', 'indices': [117, 128]}, {'text': 'pregnant', 'indices': [129, 138]}, {'text': 'pregnancy', 'indices': [139, 149]}, {'text': 'HSG', 'indices': [150, 154]}, {'text': 'IVF', 'indices': [155, 159]}, {'text': 'baby', 'indices': [160, 165]}]",1
848,1526684055693144065,appleberryok,"Kumusta?
Here’s your mental health reminder for today.
Take care!

#safespace4all #eap
#mentalhealthph #mentalhealth #mentalwellness #anxiety #depression #dailyreminders #appleberrymentalhealth #takecare #mentalillness #wellbeing #care #anxiety #depression https://t.co/bLecRdVhIw",2022-05-17 22:00:17+00:00,"[{'text': 'safespace4all', 'indices': [67, 81]}, {'text': 'eap', 'indices': [82, 86]}, {'text': 'mentalhealthph', 'indices': [87, 102]}, {'text': 'mentalhealth', 'indices': [103, 116]}, {'text': 'mentalwellness', 'indices': [117, 132]}, {'text': 'anxiety', 'indices': [133, 141]}, {'text': 'depression', 'indices': [142, 153]}, {'text': 'dailyreminders', 'indices': [154, 169]}, {'text': 'appleberrymentalhealth', 'indices': [170, 193]}, {'text': 'takecare', 'indices': [194, 203]}, {'text': 'mentalillness', 'indices': [204, 218]}, {'text': 'wellbeing', 'indices': [219, 229]}, {'text': 'care', 'indices': [230, 235]}, {'text': 'anxiety', 'indices': [236, 244]}, {'text': 'depression', 'indices': [245, 256]}]",1
849,1526684020062720000,BOSSEROMZ,"DEPRESSION STARTS IN THE MIND 🔥 

#depression #anxiety #loneliness #MentalHealthAwareness #mentalhealth",2022-05-17 22:00:09+00:00,"[{'text': 'depression', 'indices': [34, 45]}, {'text': 'anxiety', 'indices': [46, 54]}, {'text': 'loneliness', 'indices': [55, 66]}, {'text': 'MentalHealthAwareness', 'indices': [67, 89]}, {'text': 'mentalhealth', 'indices': [90, 103]}]",1
850,1526683984314306560,CASAofDC,"Welcome back to #MentalHealthAwarenessMonth tips &amp; tricks. Today we are discussing how to reduce the risk of suicide. Swipe through to learn about warning signs and available resources.

#mentalhealth #depression  #mentalillness #psychology #recovery #suicide #suicideawareness https://t.co/AKDNCbxWXU",2022-05-17 22:00:00+00:00,"[{'text': 'MentalHealthAwarenessMonth', 'indices': [16, 43]}, {'text': 'mentalhealth', 'indices': [191, 204]}, {'text': 'depression', 'indices': [205, 216]}, {'text': 'mentalillness', 'indices': [218, 232]}, {'text': 'psychology', 'indices': [233, 244]}, {'text': 'recovery', 'indices': [245, 254]}, {'text': 'suicide', 'indices': [255, 263]}, {'text': 'suicideawareness', 'indices': [264, 281]}]",1
851,1526683810896789505,DogLiz4,"Official Dog Catcher 
Dogs are family, our focus is to return lost dogs.
https://t.co/6Qi2cM2LKZ @CaptainThach 
#Help  #Missing #Lost #Dogs #Canines #K9  #Dogfood  #Animals  #DogFighting #DogRacing  #Depression #Suicide #Prevention #News #Volunteer  #FirstAID  #Police #FBI #Crime https://t.co/N3IGelzQev",2022-05-17 21:59:19+00:00,"[{'text': 'Help', 'indices': [112, 117]}, {'text': 'Missing', 'indices': [119, 127]}, {'text': 'Lost', 'indices': [128, 133]}, {'text': 'Dogs', 'indices': [134, 139]}, {'text': 'Canines', 'indices': [140, 148]}, {'text': 'K9', 'indices': [149, 152]}, {'text': 'Dogfood', 'indices': [154, 162]}, {'text': 'Animals', 'indices': [164, 172]}, {'text': 'DogFighting', 'indices': [174, 186]}, {'text': 'DogRacing', 'indices': [187, 197]}, {'text': 'Depression', 'indices': [199, 210]}, {'text': 'Suicide', 'indices': [211, 219]}, {'text': 'Prevention', 'indices': [220, 231]}, {'text': 'News', 'indices': [232, 237]}, {'text': 'Volunteer', 'indices': [238, 248]}, {'text': 'FirstAID', 'indices': [250, 259]}, {'text': 'Police', 'indices': [261, 268]}, {'text': 'FBI', 'indices': [269, 273]}, {'text': 'Crime', 'indices': [274, 280]}]",1
852,1526683597838729217,NeuroscienceNew,"Statins May Provide Protection Against Depression

Statins reduced negative emotional bias in people with depression. The findings suggest statins may provide protection against depression.

#depression #mentalhealth #neuroscience #science

https://t.co/TU3tYP6Pg6",2022-05-17 21:58:28+00:00,"[{'text': 'depression', 'indices': [191, 202]}, {'text': 'mentalhealth', 'indices': [203, 216]}, {'text': 'neuroscience', 'indices': [217, 230]}, {'text': 'science', 'indices': [231, 239]}]",1
